Kennel ID,Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,geopoint,intake_duration,is_current_month,outcome_is_dead,outcome_is_current,outcome_is_other,outcome_is_alive,was_outcome_alive
330440,A664677,*BECKY,DOG,TAN,NULL,Female,25/10/2013,21/10/2021,NORMAL,STRAY,OTC,NULL,19/12/2021,"800 BLK E WILLOW ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,LIVELOVE,33.804257,-118.182288,Alive on Intake,"33.804257, -118.182288",59,FALSE,FALSE,FALSE,FALSE,TRUE,1
356323,A718622,BRANDI,CAT,SEAL PT,NULL,Neutered,13/03/2024,13/04/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,13/04/2024,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,"33.799097, -118.1880416",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
341030,A691002,*SPARKLE,DOG,WHITE,BLACK,Spayed,24/12/2020,24/12/2022,NORMAL,STRAY,OTC,NULL,05/01/2023,"800 BLK E. 3RD ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,NULL,33.7705036,-118.1824019,Alive on Intake,"33.7705036, -118.1824019",12,FALSE,FALSE,FALSE,FALSE,TRUE,1
356324,A718623,ALEX,CAT,SEAL PT,NULL,Spayed,13/03/2024,13/04/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,13/04/2024,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,"33.799097, -118.1880416",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
315468,A643167,RANGER,DOG,BROWN,NULL,Neutered,27/05/2019,27/05/2020,NORMAL,WELFARE SEIZED,POLICE,NULL,10/06/2020,"800 BLK ELM AVE, LONG BEACH, CA 90802",LONG BEACH,FOSTER TO ADOPT,NULL,33.7765684,-118.1876899,Alive on Intake,"33.7765684, -118.1876899",14,FALSE,FALSE,FALSE,FALSE,TRUE,1
356325,A718625,BIRCH,CAT,SEAL PT,NULL,Female,13/03/2024,13/04/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,13/04/2024,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,"33.799097, -118.1880416",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
313731,A642102,NULL,WILD,BROWN,NULL,Unknown,23/04/2019,23/04/2020,NORMAL,WILDLIFE,FIELD,NULL,23/04/2020,"800 BLK EUCLID AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO WILD HABITAT,NULL,33.7771565,-118.1491701,Alive on Intake,"33.7771565, -118.1491701",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
356327,A718627,MIA,CAT,SEAL PT,NULL,Female,13/03/2024,13/04/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,13/04/2024,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,"33.799097, -118.1880416",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
373823,A635867,RUCA,DOG,WHITE,BLACK,Spayed,07/11/2015,03/05/2025,ILL SEVERE,OWNER SURRENDER,FIELD,NULL,,800 BLK FREEMAN AVE LONGCH CA 90804 BE,LONG BEACH,NULL,NULL,33.7771615,-118.1556863,Alive on Intake,"33.77716150000001, -118.1556863",,FALSE,FALSE,TRUE,FALSE,FALSE,1
356328,A718628,TRINITY,CAT,SEAL PT,NULL,Spayed,13/03/2024,13/04/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,13/04/2024,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,"33.799097, -118.1880416",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
286721,A592999,NULL,CAT,BRN TABBY,NULL,Male,06/05/2017,06/07/2017,NORMAL,STRAY,OTC,NULL,03/08/2017,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,33.7771799,-118.1556777,Alive on Intake,"33.7771799, -118.1556777",28,FALSE,FALSE,FALSE,FALSE,TRUE,1
356329,A718629,MOMMA MARTA,CAT,SEAL PT,NULL,Spayed,13/04/2023,13/04/2024,NORMAL,STRAY,OTC,NULL,13/04/2024,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,"33.799097, -118.1880416",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
285892,A591779,NULL,DOG,WHITE,NULL,Male,13/06/2015,13/06/2017,ILL MILD,STRAY,FIELD,NULL,22/06/2017,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7771799,-118.1556777,Alive on Intake,"33.7771799, -118.1556777",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
357971,A722358,*ADAM,CAT,BRN TABBY,NULL,Neutered,06/03/2024,06/06/2024,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,NULL,21/06/2024,"2300 BLOCK LIME AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7989463,-118.1839301,Alive on Intake,"33.7989463, -118.1839301",15,FALSE,FALSE,FALSE,FALSE,TRUE,1
285893,A591780,NULL,DOG,WHITE,NULL,Female,13/06/2011,13/06/2017,INJURED  MILD,STRAY,FIELD,NULL,28/06/2017,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,BICHONFUR,33.7771799,-118.1556777,Alive on Intake,"33.7771799, -118.1556777",15,FALSE,FALSE,FALSE,FALSE,TRUE,1
357974,A722361,*SIDNEY,CAT,BRN TABBY,NULL,Male,27/04/2024,06/06/2024,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,NULL,15/06/2024,"2300 BLOCK LIME AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.7989463,-118.1839301,Alive on Intake,"33.7989463, -118.1839301",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
285896,A591783,NULL,DOG,WHITE,NULL,Male,13/06/2013,13/06/2017,ILL MILD,STRAY,FIELD,NULL,22/06/2017,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7771799,-118.1556777,Alive on Intake,"33.7771799, -118.1556777",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
372983,A738412,*NUTTER BUTTER,CAT,BRN TABBY,WHITE,Neutered,,03/04/2025,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,25/04/2025,"2300 BLOCK MAINE AVE, LONG BEACH CA",LONG BEACH,TRANSPORT,OTHER RESC,33.7989196,-118.1999226,Alive on Intake,"33.7989196, -118.1999226",22,FALSE,FALSE,FALSE,TRUE,FALSE,1
285898,A591785,NULL,DOG,WHITE,NULL,Male,13/06/2014,13/06/2017,ILL MILD,STRAY,FIELD,NULL,22/06/2017,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7771799,-118.1556777,Alive on Intake,"33.7771799, -118.1556777",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
372984,A738413,*EGGO,CAT,BLACK,WHITE,Spayed,03/08/2024,03/04/2025,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,19/04/2025,"2300 BLOCK MAINE AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7989196,-118.1999226,Alive on Intake,"33.7989196, -118.1999226",16,FALSE,FALSE,FALSE,FALSE,TRUE,1
293879,A605900,NULL,OTHER,GRAY,NULL,Unknown,07/03/2018,07/04/2018,UNDER AGE/WEIGHT,WILDLIFE,FIELD,NULL,07/04/2018,"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,FOSTER,UNDRAGE/WT,33.7771799,-118.1556777,Alive on Intake,"33.7771799, -118.1556777",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
352258,A710069,*CARROT CAKE,CAT,BRN TABBY,NULL,Neutered,23/09/2023,08/11/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,13/12/2023,"2300 BLOCK MLK JR, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.799059,-118.1804684,Alive on Intake,"33.799059, -118.1804684",35,FALSE,FALSE,FALSE,FALSE,TRUE,1
343036,A695998,CAMECO,CAT,BRN TABBY,NULL,Neutered,02/04/2018,01/04/2023,I/I REPORT,STRAY,FIELD,NULL,05/04/2023,"800 BLK GAVIOTA AVE, LB 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7771602,-118.170905,Alive on Intake,"33.7771602, -118.170905",4,FALSE,FALSE,FALSE,FALSE,TRUE,1
352260,A710071,*COFFEE CAKE,CAT,BLACK,WHITE,Neutered,23/09/2023,08/11/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,13/12/2023,"2300 BLOCK MLK JR, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.799059,-118.1804684,Alive on Intake,"33.799059, -118.1804684",35,FALSE,FALSE,FALSE,FALSE,TRUE,1
336403,A679460,NULL,DOG,GRAY,NULL,Male,11/07/2019,11/07/2022,NORMAL,STRAY,FIELD,NULL,11/07/2022,"800 BLK GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7771602,-118.170905,Alive on Intake,"33.7771602, -118.170905",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
352261,A710072,*TIRAMISU CAKE,CAT,BLACK,WHITE,Spayed,23/09/2023,08/11/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,20/12/2023,"2300 BLOCK MLK JR, LONG BEACH CA",LONG BEACH,ADOPTION,PFE/PAWSHP,33.799059,-118.1804684,Alive on Intake,"33.799059, -118.1804684",42,FALSE,FALSE,FALSE,FALSE,TRUE,1
325086,A658409,NULL,DOG,BROWN,NULL,Female,05/06/2011,05/06/2021,INJURED  MILD,STRAY,OTC,NULL,06/06/2021,"800 BLK GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AT VET,33.7771602,-118.170905,Alive on Intake,"33.7771602, -118.170905",1,FALSE,TRUE,FALSE,FALSE,FALSE,0
311884,A638262,NULL,OTHER,WHITE,NULL,Unknown,05/01/2015,05/01/2020,ILL SEVERE,WILDLIFE,FIELD,NULL,05/01/2020,"2300 BLOCK OF CEDAR, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8065036,-118.1912538,Alive on Intake,"33.8065036, -118.1912538",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
301944,A621242,NULL,WILD,GRAY,BLACK,Female,03/02/2018,03/02/2019,NORMAL,OWNER SURRENDER,OTC,NULL,06/02/2019,"800 BLK GLADYS AVE, LONG BEACH, CA 90804",LONG BEACH,DIED,AT VET,33.7773182,-118.1576488,Alive on Intake,"33.7773182, -118.1576488",3,FALSE,TRUE,FALSE,FALSE,FALSE,0
361763,A726805,RAMSEY,DOG,CREAM,NULL,Male,14/08/2020,14/08/2024,ILL SEVERE,OWNER SURRENDER,OTC,NULL,14/08/2024,"2300 BLOCK SEABRIGHT AVE, LONG BEACH CA",LONG BEACH,RESCUE,K9CONNECT,33.7990858,-118.2174036,Alive on Intake,"33.7990858, -118.2174036",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
316921,A646042,SIMBA,CAT,CRM TABBY,WHITE,Male,22/07/2018,22/07/2020,NORMAL,STRAY,OTC,NULL,01/08/2020,"800 BLK GRAND AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7771621,-118.1480569,Alive on Intake,"33.7771621, -118.1480569",10,FALSE,FALSE,FALSE,FALSE,TRUE,1
368817,A734707,*BINGO,DOG,RED,NULL,Neutered,26/04/2024,27/12/2024,NORMAL,STRAY,OTC,NULL,09/02/2025,"2300 BLOCK VUELTA GRANDE AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7977406,-118.1028233,Alive on Intake,"33.7977406, -118.1028233",44,FALSE,FALSE,FALSE,FALSE,TRUE,1
285519,A591257,NULL,WILD,BROWN,NULL,Unknown,,03/06/2017,NORMAL,WILDLIFE,FIELD,NULL,03/06/2017,"800 BLK HARBOR SCENIC WAY, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,NULL,33.7555258,-118.1998542,Alive on Intake,"33.7555258, -118.1998542",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
364498,A728692,NULL,CAT,GRAY,NULL,Spayed,16/09/2023,16/09/2024,ILL MILD,STRAY,OTC,NULL,21/09/2024,2300 CHESTNUT AVE BLOCK LONG BEACH CA 90806,LONG BEACH,COMMUNITY CAT,COMMCAT,33.7989462,-118.1959058,Alive on Intake,"33.7989462, -118.1959058",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
362050,A727475,SARAI 3,CAT,BLUE,NULL,Neutered,05/08/2024,25/08/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,25/08/2024,800 BLK HOFFMAN AVE LONG BEACH CA 90813,LONG BEACH,RESCUE,LITTLELION,33.7772394,-118.1730704,Alive on Intake,"33.7772394, -118.1730704",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
307101,A630644,A630644*PATTY,CAT,SEAL PT,NULL,Spayed,26/07/2017,26/07/2019,FRACTIOUS,STRAY,OTC,NULL,02/08/2019,"2300 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7989357,-118.1958891,Alive on Intake,"33.7989357, -118.1958891",7,FALSE,FALSE,FALSE,FALSE,TRUE,1
362051,A727476,SARAI 2,CAT,BLACK,NULL,Neutered,05/08/2024,25/08/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,25/08/2024,800 BLK HOFFMAN AVE LONG BEACH CA 90813,LONG BEACH,RESCUE,LITTLELION,33.7772394,-118.1730704,Alive on Intake,"33.7772394, -118.1730704",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
282507,A586489,GIZMO,DOG,TRICOLOR,NULL,Neutered,02/03/2011,02/03/2017,NORMAL,OWNER SURRENDER,OTC,MOVE,08/03/2017,"2300 E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,OTHER RESC,33.7858395,-118.1644052,Alive on Intake,"33.7858395, -118.1644052",6,FALSE,FALSE,FALSE,FALSE,TRUE,1
350591,A705606,PETER,CAT,BRN TABBY,NULL,Neutered,11/07/2023,26/08/2023,ILL MODERATETE,STRAY,FIELD,NULL,10/10/2023,"800 BLK HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,33.7772394,-118.1730704,Alive on Intake,"33.7772394, -118.1730704",45,FALSE,FALSE,FALSE,FALSE,TRUE,1
297487,A612239,MACAULY,DOG,WHITE,NULL,Male,04/08/2007,03/08/2018,NORMAL,STRAY,FIELD,NULL,04/08/2018,"2300 E 19TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.7916668,-118.1643933,Alive on Intake,"33.7916668, -118.1643933",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
362058,A727486,KERI 2,CAT,BRN TABBY,NULL,Unknown,10/08/2024,25/08/2024,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,25/08/2024,"800 BLK HOFFMAN, LB 90813",LONG BEACH,RESCUE,LITTLELION,33.7844997,-118.1971031,Alive on Intake,"33.7844997, -118.1971031",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
311828,A613427,MAX,DOG,BR BRINDLE,WHITE,Male,22/08/2017,04/01/2020,NORMAL,STRAY,FIELD,NULL,04/01/2020,"2300 GALE AVE, LOLNG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7990736,-118.2075447,Alive on Intake,"33.7990736, -118.2075447",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
362059,A727487,KERI 1,CAT,BRN TABBY,WHITE,Unknown,10/08/2024,25/08/2024,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,25/08/2024,"800 BLK HOFFMAN, LB 90813",LONG BEACH,RESCUE,LIFELINRES,33.7844997,-118.1971031,Alive on Intake,"33.7844997, -118.1971031",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
282828,A587172,LUCY,DOG,BLUE,NULL,Spayed,16/03/2012,16/03/2017,NORMAL,OWNER SURRENDER,OTC,AGG ANIMAL,10/06/2017,"2300 GRANADA AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,33.7996825,-118.135147,Alive on Intake,"33.7996825, -118.135147",86,FALSE,FALSE,FALSE,FALSE,TRUE,1
325260,A656204,*FRITZY,CAT,GRAY,NULL,Neutered,12/03/2021,12/06/2021,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,15/04/2022,"800 BLK HUDSON AVE, LOS ANGELES, CA 90038",OUT OF AREA,ADOPTION,WEB,34.0852971,-118.3320847,Alive on Intake,"34.0852971, -118.3320847",307,FALSE,FALSE,FALSE,FALSE,TRUE,1
327388,A661214,*CODY,CAT,BRN TABBY,NULL,Neutered,04/08/2011,04/08/2021,ILL MILD,STRAY,OTC,NULL,01/09/2021,"2300 LEMON AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.7989363,-118.178497,Alive on Intake,"33.7989363, -118.178497",28,FALSE,FALSE,FALSE,FALSE,TRUE,1
295036,A607643,NULL,CAT,WHITE,GRAY,Male,29/03/2018,16/05/2018,NORMAL,STRAY,OTC,NULL,17/05/2018,"800 BLK JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7773209,-118.1630949,Alive on Intake,"33.7773209, -118.1630949",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
283059,A587590,NULL,OTHER,GRAY,BLACK,Male,,26/03/2017,INJURED  SEVERE,WILDLIFE,FIELD,NULL,26/03/2017,"2300 N BELLFLOWER BLVD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7993458,-118.1249318,Alive on Intake,"33.7993458, -118.1249318",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
330994,A668381,*HOUDINI,BIRD,YELLOW,ORANGE,Unknown,23/12/2020,23/12/2021,NORMAL,STRAY,OTC,NULL,26/12/2021,"800 BLK KALLIN AVE, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,33.7770208,-118.100791,Alive on Intake,"33.7770208, -118.100791",3,FALSE,FALSE,FALSE,FALSE,TRUE,1
291324,A601034,NULL,BIRD,YELLOW,GREEN,Unknown,13/12/2015,13/12/2017,NORMAL,STRAY,OTC,NULL,15/12/2017,"2300 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7977144,-118.0991386,Alive on Intake,"33.7977144, -118.0991386",2,FALSE,TRUE,FALSE,FALSE,FALSE,0
384911,A747306,NULL,OTHER,GRAY,NULL,Unknown,,16/08/2025,INJURED  SEVERE,WILDLIFE,FIELD,NULL,16/08/2025,800 BLK LEES AVE. LONG BEACH CA 90815,LONG BEACH,EUTHANASIA,INJ SEVERE,33.7756317,-118.1017466,Alive on Intake,"33.7756317, -118.1017466",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
297510,A612349,JUNIOR,CAT,BRN TABBY,WHITE,Female,04/04/2018,04/08/2018,NORMAL,STRAY,OTC,NULL,05/08/2018,"2300 PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.799112,-118.1869808,Alive on Intake,"33.799112, -118.1869808",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
349551,A703451,NULL,DOG,BLACK,NULL,Male,,23/07/2023,NORMAL,STRAY,OTC,NULL,23/07/2023,800 BLK LIME AVE,LONG BEACH,RETURN TO OWNER,WALKIN,33.7765546,-118.1836903,Alive on Intake,"33.7765546, -118.1836903",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
309804,A635911,NULL,CAT,BLUE PT,WHITE,Female,08/09/2019,08/11/2019,NORMAL,STRAY,OTC,NULL,11/11/2019,"2300 REDONDO AVE SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,CATPAWS,33.799479,-118.1495712,Alive on Intake,"33.799479, -118.1495712",3,FALSE,FALSE,FALSE,FALSE,TRUE,1
316899,A646018,*LILIAN,DOG,GRAY,BLACK,Spayed,22/07/2016,22/07/2020,NORMAL,CONFISCATE,POLICE,NULL,12/08/2020,"800 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7767707,-118.1860078,Alive on Intake,"33.77677070000001, -118.1860078",21,FALSE,FALSE,FALSE,FALSE,TRUE,1
317602,A647338,NULL,BIRD,BROWN,BLACK,Unknown,,17/08/2020,INJURED  MILD,WILDLIFE,FIELD,NULL,17/08/2020,"2300 ROSWELL AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,IN BRD RES,33.7997061,-118.1433996,Alive on Intake,"33.7997061, -118.1433996",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
316606,A636166,LUNA,DOG,WHITE,NULL,Female,13/04/2019,09/07/2020,NORMAL,WELFARE SEIZED,HOSPITAL,NULL,12/07/2020,"800 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7767707,-118.1860078,Alive on Intake,"33.77677070000001, -118.1860078",3,FALSE,FALSE,FALSE,FALSE,TRUE,1
316411,A644639,NULL,OTHER,BROWN,NULL,Unknown,30/06/2018,30/06/2020,INJURED  SEVERE,WILDLIFE,FIELD,NULL,30/06/2020,"2300 ROYCROFT AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,AT VET,33.7999032,-118.138268,Alive on Intake,"33.7999032, -118.138268",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
331138,A668906,NULL,WILD,BROWN,BLACK,Female,,04/01/2022,ILL SEVERE,WILDLIFE,FIELD,NULL,04/01/2022,"800 BLK LOMA VISTA AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7769866,-118.2023183,Alive on Intake,"33.7769866, -118.2023183",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
320931,A485987,HOWLIE,DOG,WHITE,BROWN,Neutered,01/11/2011,09/12/2020,NORMAL,STRAY,FIELD,NULL,19/12/2020,"2300 SAN ANSELINE AVE, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,33.7992071,-118.121023,Alive on Intake,"33.7992071, -118.121023",10,FALSE,FALSE,FALSE,FALSE,TRUE,1
333973,A674845,TRUFFLE,RABBIT,BLACK,NULL,Male,14/05/2021,19/05/2022,NORMAL,OWNER SURRENDER,OTC,NO HOME,26/06/2022,"800 BLK MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7765456,-118.2006039,Alive on Intake,"33.7765456, -118.2006039",38,FALSE,FALSE,FALSE,FALSE,TRUE,1
299890,A616692,*ERNIE,DOG,YELLOW,NULL,Neutered,26/10/2016,26/10/2018,ILL MILD,STRAY,FIELD,NULL,07/11/2018,"2300 SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7991134,-118.2032039,Alive on Intake,"33.7991134, -118.2032039",12,FALSE,FALSE,FALSE,FALSE,TRUE,1
292561,A603503,*JAKE MILLS,DOG,RED,NULL,Neutered,07/02/2010,07/02/2018,NORMAL,STRAY,FIELD,NULL,16/02/2018,"800 BLK MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,33.7765456,-118.2006039,Alive on Intake,"33.7765456, -118.2006039",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
317617,A647359,CANELO,DOG,BROWN,WHITE,Male,18/08/2011,18/08/2020,NORMAL,STRAY,OTC,NULL,19/08/2020,"2300 SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WEB,33.7991134,-118.2032039,Alive on Intake,"33.7991134, -118.2032039",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
317060,A646300,BEKAM,DOG,BLACK,BROWN,Neutered,01/02/2020,26/07/2020,NORMAL,STRAY,FIELD,NULL,12/08/2020,"800 BLK MAINE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7765456,-118.2006039,Alive on Intake,"33.7765456, -118.2006039",17,FALSE,FALSE,FALSE,FALSE,TRUE,1
317618,A647360,NIKKO,DOG,WHITE,TAN,Male,18/08/2014,18/08/2020,NORMAL,STRAY,OTC,NULL,19/08/2020,"2300 SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WEB,33.7991134,-118.2032039,Alive on Intake,"33.7991134, -118.2032039",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
355642,A717176,*SCRAPPY,CAT,BLACK,WHITE,Neutered,16/03/2021,16/03/2024,ILL MILD,STRAY,FIELD,NULL,21/04/2024,800 BLK MARTIN LUTHER KING JR,LONG BEACH,COMMUNITY CAT,FRIENDLY,33.7700504,-118.1937395,Alive on Intake,"33.7700504, -118.1937395",36,FALSE,FALSE,FALSE,FALSE,TRUE,1
319293,A648909,NULL,CAT,CALICO,NULL,Unknown,12/09/2020,14/09/2020,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,19/09/2020,"2300 SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.7990744,-118.2174145,Alive on Intake,"33.79907439999999, -118.2174145",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
366286,A733454,*OREGANO SPICE,CAT,GRAY TABBY,WHITE,Male,15/11/2024,01/12/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,01/12/2024,800 BLK MARTIN LUTHER KING JR AVE LONG BEACH CA 90813,LONG BEACH,RESCUE,LITTLELION,33.776611,-118.1803873,Alive on Intake,"33.776611, -118.1803873",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
319294,A648910,NULL,CAT,CALICO,NULL,Unknown,12/09/2020,14/09/2020,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,19/09/2020,"2300 SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.7990744,-118.2174145,Alive on Intake,"33.79907439999999, -118.2174145",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
366287,A733455,CAROL,CAT,LC LYNX PT,NULL,Female,15/11/2024,01/12/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,01/12/2024,800 BLK MARTIN LUTHER KING JR AVE LONG BEACH CA 90813,LONG BEACH,RESCUE,LITTLELION,33.776611,-118.1803873,Alive on Intake,"33.776611, -118.1803873",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
328202,A426841,MOLLY,DOG,CHOCOLATE,NULL,Spayed,14/06/2010,11/09/2021,NORMAL,CONFISCATE,OWNER DIED,NULL,19/09/2021,"2300 TEVIS AVE, LONG BEACH, CA 90815, CA",LONG BEACH,ADOPTION,REFERRAL,33.7989163,-118.1113872,Alive on Intake,"33.7989163, -118.1113872",8,FALSE,FALSE,FALSE,FALSE,TRUE,1
